Year,State,CoC Number,CoC Name,Measures,Count
1/1/2007,IL,IL-515,South Central Illinois CoC,Total Homeless,246
1/1/2007,IL,IL-516,Decatur/Macon County CoC,Total Homeless,347
1/1/2007,IL,IL-517,Aurora/Elgin/Kane County CoC,Total Homeless,474
1/1/2007,IL,IL-518,Rock Island/Moline/Northwestern Illinois CoC,Total Homeless,600
1/1/2007,IL,IL-519,West Central Illinois CoC,Total Homeless,305
1/1/2007,IL,IL-520,Southern Illinois CoC,Total Homeless,870
1/1/2007,IN,IN-500,South Bend/Mishawaka/St. Joseph County CoC,Total Homeless,584
1/1/2007,IN,IN-502,Indiana Balance of State CoC,Total Homeless,"4,906"
1/1/2007,IN,IN-503,Indianapolis CoC,Total Homeless,"1,868"
1/1/2007,KS,KS-502,Wichita/Sedgwick County CoC,Total Homeless,526
1/1/2007,KS,KS-503,Topeka/Shawnee County CoC,Total Homeless,227
1/1/2007,KS,KS-505,Overland Park/Shawnee/Johnson County CoC,Total Homeless,234
1/1/2007,KS,KS-507,Kansas Balance of State CoC,Total Homeless,937
1/1/2007,KY,KY-500,Kentucky Balance of State CoC,Total Homeless,"4,316"
1/1/2007,KY,KY-501,Louisville/Jefferson County CoC,Total Homeless,"2,587"
1/1/2007,KY,KY-502,Lexington/Fayette County CoC,Total Homeless,"1,158"
1/1/2007,LA,LA-500,Lafayette/Acadiana CoC,Total Homeless,631
1/1/2007,LA,LA-502,Shreveport/Bossier/Northwest CoC,Total Homeless,857
1/1/2007,LA,LA-503,New Orleans/Jefferson Parish CoC,Total Homeless,"1,619"
1/1/2007,LA,LA-504,Baton Rouge CoC,Total Homeless,"1,042"
1/1/2007,LA,LA-505,Monroe/Northeast Louisiana CoC,Total Homeless,313
1/1/2007,LA,LA-506,Slidell/Southeast Louisiana CoC,Total Homeless,434
1/1/2007,LA,LA-507,Alexandria/Central Louisiana CoC,Total Homeless,188
1/1/2007,LA,LA-508,Houma-Terrebonne/Thibodaux CoC,Total Homeless,163
1/1/2007,LA,LA-509,Louisiana Balance of State,Total Homeless,247
1/1/2007,MA,MA-500,Boston CoC,Total Homeless,"5,104"
1/1/2007,MA,MA-501,"Holyoke/Franklin, Hampden, Hampshire Counties CoC",Total Homeless,964
1/1/2007,MA,MA-502,Lynn CoC,Total Homeless,236
1/1/2007,MA,MA-503,Cape Cod/Islands CoC,Total Homeless,697
1/1/2007,MA,MA-504,Springfield CoC,Total Homeless,"1,053"
1/1/2007,MA,MA-505,New Bedford CoC,Total Homeless,390
1/1/2007,MA,MA-506,Worcester City & County CoC,Total Homeless,"1,302"
1/1/2007,MA,MA-507,Pittsfield/Berkshire County CoC,Total Homeless,374
1/1/2007,MA,MA-508,Lowell CoC,Total Homeless,432
1/1/2007,MA,MA-509,Cambridge CoC,Total Homeless,432
1/1/2007,MA,MA-510,Gloucester/Haverhill/Salem/Essex County CoC,Total Homeless,606
1/1/2007,MA,MA-511,Quincy/Brockton/Weymouth/Plymouth City and County CoC,Total Homeless,934
1/1/2007,MA,MA-514,Framingham/Waltham CoC,Total Homeless,747
1/1/2007,MA,MA-515,Fall River CoC,Total Homeless,153
1/1/2007,MA,MA-516,Massachusetts Balance of State,Total Homeless,"1,070"
1/1/2007,MA,MA-517,Somerville CoC,Total Homeless,211
1/1/2007,MA,MA-518,Brookline/Newton CoC,Total Homeless,130
1/1/2007,MA,MA-519,Attleboro/Taunton/Bristol County CoC,Total Homeless,292
1/1/2007,MD,MD-500,Cumberland/Allegany County CoC,Total Homeless,162
1/1/2007,MD,MD-501,Baltimore City CoC,Total Homeless,"2,607"
1/1/2007,MD,MD-502,Harford County CoC,Total Homeless,145
1/1/2007,MD,MD-503,Annapolis/Anne Arundel County CoC,Total Homeless,289
1/1/2007,MD,MD-504,Howard County CoC,Total Homeless,175
1/1/2007,MD,MD-505,Baltimore County CoC,Total Homeless,634
1/1/2007,MD,MD-506,Carroll County CoC,Total Homeless,174
1/1/2007,MD,MD-507,Cecil County CoC,Total Homeless,119
1/1/2007,MD,MD-508,"Charles, Calvert, St.Mary's Counties CoC",Total Homeless,"1,973"
1/1/2007,MD,MD-509,Frederick City & County CoC,Total Homeless,223
1/1/2007,MD,MD-510,Garrett County CoC,Total Homeless,82
1/1/2007,MD,MD-511,Mid-Shore Regional CoC,Total Homeless,311
1/1/2007,MD,MD-512,Hagerstown/Washington County CoC,Total Homeless,212
1/1/2007,MD,MD-513,Wicomico/Somerset/Worcester County CoC,Total Homeless,215
1/1/2007,MD,MD-600,Prince George`s County/Maryland CoC,Total Homeless,"1,168"
1/1/2007,MD,MD-601,Montgomery County CoC,Total Homeless,"1,139"
1/1/2007,ME,ME-500,Maine Balance of State CoC,Total Homeless,"1,897"
1/1/2007,ME,ME-502,Portland CoC,Total Homeless,741
1/1/2007,MI,MI-500,Michigan Balance of State CoC,Total Homeless,"2,434"
1/1/2007,MI,MI-501,Detroit CoC,Total Homeless,"18,062"
1/1/2007,MI,MI-502,Dearborn/Dearborn Heights/Westland/Wayne County CoC,Total Homeless,865
1/1/2007,MI,MI-503,St. Clair Shores/Warren/Macomb County CoC,Total Homeless,769
1/1/2007,MI,MI-504,Pontiac/Royal Oak/Oakland County CoC,Total Homeless,"1,011"
1/1/2007,MI,MI-505,Flint/Genesee County CoC,Total Homeless,354
1/1/2007,MI,MI-506,Grand Rapids/Wyoming/Kent County CoC,Total Homeless,912
1/1/2007,MI,MI-507,Portage/Kalamazoo City & County CoC,Total Homeless,614
1/1/2007,MI,MI-508,Lansing/East Lansing/Ingham County CoC,Total Homeless,408
1/1/2007,MI,MI-509,Ann Arbor/Washtenaw County CoC,Total Homeless,413
1/1/2007,MI,MI-510,Saginaw City & County CoC,Total Homeless,361
1/1/2007,MI,MI-511,Lenawee County CoC,Total Homeless,93
1/1/2007,MI,MI-512,"Grand Traverse, Antrim, Leelanau Counties CoC",Total Homeless,241
1/1/2007,MI,MI-513,"Marquette, Alger Counties CoC",Total Homeless,37
1/1/2007,MI,MI-514,Battle Creek/Calhoun County CoC,Total Homeless,205
1/1/2007,MI,MI-515,Monroe City & County CoC,Total Homeless,142
1/1/2007,MI,MI-516,Norton Shores/Muskegon City & County CoC,Total Homeless,332
1/1/2007,MI,MI-517,Jackson City & County CoC,Total Homeless,463
1/1/2007,MI,MI-518,Livingston County CoC,Total Homeless,63
1/1/2007,MI,MI-519,Holland/Ottawa County CoC,Total Homeless,319
1/1/2007,MI,MI-523,Eaton County CoC,Total Homeless,197
1/1/2007,MN,MN-500,Minneapolis/Hennepin County CoC,Total Homeless,"2,984"
1/1/2007,MN,MN-501,Saint Paul/Ramsey County CoC,Total Homeless,"1,294"
1/1/2007,MN,MN-502,Rochester/Southeast Minnesota CoC,Total Homeless,446
1/1/2007,MN,MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties",Total Homeless,800
1/1/2007,MN,MN-504,Northeast Minnesota CoC,Total Homeless,232
1/1/2007,MN,MN-505,St. Cloud/Central Minnesota CoC,Total Homeless,389
1/1/2007,MN,MN-506,Northwest Minnesota CoC,Total Homeless,266
1/1/2007,MN,MN-508,Moorhead/West Central Minnesota CoC,Total Homeless,242
1/1/2007,MN,MN-509,Duluth/St.Louis County CoC,Total Homeless,501
1/1/2007,MN,MN-511,Southwest Minnesota CoC,Total Homeless,169
1/1/2007,MO,MO-500,St. Louis County CoC,Total Homeless,336
1/1/2007,MO,MO-501,St.Louis City CoC,Total Homeless,"1,386"
1/1/2007,MO,MO-503,"St. Charles, Lincoln, Warren Counties CoC",Total Homeless,498
1/1/2007,MO,MO-600,"Springfield/Greene, Christian, Webster Counties CoC",Total Homeless,518
1/1/2007,MO,MO-602,"Joplin/Jasper, Newton Counties CoC",Total Homeless,306
1/1/2007,MO,MO-603,"St. Joseph/Andrew, Buchanan, DeKalb Counties CoC",Total Homeless,100
1/1/2007,MO,MO-604a,"Kansas City, Independence, Lees Summit/Jackson, Wyandotte Counties, MO & KS",Total Homeless,"1,786"
1/1/2007,MO,MO-606,Missouri Balance of State CoC,Total Homeless,"1,504"
1/1/2007,MS,MS-500,"Jackson/Rankin, Madison Counties CoC",Total Homeless,718
1/1/2007,MS,MS-501,Mississippi Balance of State CoC,Total Homeless,385
1/1/2007,MS,MS-503,Gulf Port/Gulf Coast Regional CoC,Total Homeless,274
1/1/2007,MT,MT-500,Montana Statewide CoC,Total Homeless,"1,150"
1/1/2007,NC,NC-500,Winston Salem/Forsyth County CoC,Total Homeless,503
1/1/2007,NC,NC-501,Asheville/Buncombe County CoC,Total Homeless,635
1/1/2007,NC,NC-502,Durham City & County CoC,Total Homeless,539
1/1/2007,NC,NC-503,North Carolina Balance of State CoC,Total Homeless,"2,610"
1/1/2007,NC,NC-504,Greensboro/High Point CoC,Total Homeless,"1,182"
1/1/2007,NC,NC-505,Charlotte/Mecklenberg CoC,Total Homeless,"1,976"
1/1/2007,NC,NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",Total Homeless,628
1/1/2007,NC,NC-507,Raleigh/Wake County CoC,Total Homeless,"1,043"
1/1/2007,NC,NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",Total Homeless,652
1/1/2007,NC,NC-511,Fayetteville/Cumberland County CoC,Total Homeless,757
1/1/2007,NC,NC-513,Chapel Hill/Orange County CoC,Total Homeless,208
1/1/2007,NC,NC-516,Northwest North Carolina CoC,Total Homeless,"1,069"
1/1/2007,ND,ND-500,North Dakota Statewide CoC,Total Homeless,636
1/1/2007,NE,NE-500,Nebraska Balance of State CoC,Total Homeless,695
1/1/2007,NE,NE-501,Omaha/Council Bluffs CoC,Total Homeless,"1,870"
1/1/2007,NE,NE-502,Lincoln CoC,Total Homeless,966
1/1/2007,NH,NH-500,New Hampshire Balance of State CoC,Total Homeless,"1,300"
1/1/2007,NH,NH-501,Manchester CoC,Total Homeless,504
1/1/2007,NH,NH-502,Nashua/Hillsborough County CoC,Total Homeless,444
1/1/2007,NJ,NJ-500,Atlantic City & County CoC,Total Homeless,514
1/1/2007,NJ,NJ-501,Bergen County CoC,Total Homeless,"1,392"
1/1/2007,NJ,NJ-502,Burlington County CoC,Total Homeless,896
1/1/2007,NJ,NJ-503,"Camden City/Camden, Cumberland, Gloucester, Cape May Counties CoC",Total Homeless,"1,433"
1/1/2007,NJ,NJ-504,Newark/Essex County CoC,Total Homeless,"2,326"
1/1/2007,NJ,NJ-506,Jersey City/Bayonne/Hudson County CoC,Total Homeless,"2,842"
1/1/2007,NJ,NJ-507,New Brunswick/Middlesex County CoC,Total Homeless,996
1/1/2007,NJ,NJ-508,Monmouth County CoC,Total Homeless,830
1/1/2007,NJ,NJ-509,Morris County CoC,Total Homeless,292
1/1/2007,NJ,NJ-510,Lakewood Township/Ocean County CoC,Total Homeless,424
1/1/2007,NJ,NJ-511,Paterson/Passaic County CoC,Total Homeless,"1,062"
1/1/2007,NJ,NJ-512,Salem County CoC,Total Homeless,465
1/1/2007,NJ,NJ-513,Somerset County CoC,Total Homeless,366
1/1/2007,NJ,NJ-514,Trenton/Mercer County CoC,Total Homeless,"1,598"
1/1/2007,NJ,NJ-515,Elizabeth/Union County CoC,Total Homeless,"1,188"
1/1/2007,NJ,NJ-516,"Warren, Sussex, Hunterdon Counties CoC",Total Homeless,690
1/1/2007,NM,NM-500,Albuquerque CoC,Total Homeless,"1,276"
1/1/2007,NM,NM-501,New Mexico Balance of State CoC,Total Homeless,"1,739"
1/1/2007,NV,NV-500,Las Vegas/Clark County CoC,Total Homeless,"7,533"
1/1/2007,NV,NV-501,Reno/Sparks/Washoe County CoC,Total Homeless,863
1/1/2007,NV,NV-502,Nevada Balance of State CoC,Total Homeless,246
1/1/2007,NY,NY-500,Rochester/Irondequoit/Greece/Monroe County CoC,Total Homeless,612
1/1/2007,NY,NY-501,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",Total Homeless,175
1/1/2007,NY,NY-503,Albany City & County CoC,Total Homeless,619
1/1/2007,NY,NY-504,Cattaragus County CoC,Total Homeless,142
1/1/2007,NY,NY-505,"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",Total Homeless,795
1/1/2007,NY,NY-507,Schenectady City & County CoC,Total Homeless,288
1/1/2007,NY,NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",Total Homeless,"1,377"
1/1/2007,NY,NY-510,Ithaca/Tompkins County CoC,Total Homeless,78
1/1/2007,NY,NY-511,"Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C",Total Homeless,243
1/1/2007,NY,NY-512,Troy/Rensselaer County CoC,Total Homeless,212
1/1/2007,NY,NY-513,"Wayne, Ontario, Seneca, Yates Counties CoC",Total Homeless,98
1/1/2007,NY,NY-514,Jamestown/Dunkirk/Chautauqua County CoC,Total Homeless,75
1/1/2007,NY,NY-515,Cortland County CoC,Total Homeless,0
1/1/2007,NY,NY-516,Clinton County CoC,Total Homeless,53
1/1/2007,NY,NY-518,"Utica/Rome/Oneida, Madison Counties CoC",Total Homeless,334
1/1/2007,NY,NY-519,Columbia/Greene County CoC,Total Homeless,325
1/1/2007,NY,NY-520,Franklin County CoC,Total Homeless,28
1/1/2007,NY,NY-523,"Glens Falls/Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties CoC",Total Homeless,255
1/1/2007,NY,NY-600,New York City CoC,Total Homeless,"50,372"
1/1/2007,NY,NY-601,Poughkeepsie/Dutchess County CoC,Total Homeless,547
1/1/2007,NY,NY-602,Newburgh/Middletown/Orange County CoC,Total Homeless,414
1/1/2007,NY,NY-603,"Nassau, Suffolk Counties/Babylon/Islip/ Huntington CoC",Total Homeless,"2,509"
1/1/2007,NY,NY-604,Yonkers/Mount Vernon/New Rochelle/Westchester CoC,Total Homeless,"1,829"
1/1/2007,NY,NY-606,Rockland County CoC,Total Homeless,488
1/1/2007,NY,NY-607,Sullivan County CoC,Total Homeless,343
1/1/2007,NY,NY-608,Kingston/Ulster County CoC,Total Homeless,359
1/1/2007,NY,NY-609,Putnam County CoC,Total Homeless,31
1/1/2007,OH,OH-500,Cincinnati/Hamilton County CoC,Total Homeless,"1,046"
1/1/2007,OH,OH-501,Toledo/Lucas County CoC,Total Homeless,745
1/1/2007,OH,OH-502,Cleveland/Cuyahoga County CoC,Total Homeless,"2,185"
1/1/2007,OH,OH-503,Columbus/Franklin County CoC,Total Homeless,"1,373"
1/1/2007,OH,OH-504,Youngstown/Mahoning County CoC,Total Homeless,249
1/1/2007,OH,OH-505,Dayton/Kettering/Montgomery County CoC,Total Homeless,785
1/1/2007,OH,OH-506,Akron/Barberton/Summit County CoC,Total Homeless,824
1/1/2007,OH,OH-507,Ohio Balance of State CoC,Total Homeless,"3,521"
1/1/2007,OH,OH-508,Canton/Massillon/Alliance/Stark County CoC,Total Homeless,536
1/1/2007,OK,OK-500,North Central Oklahoma CoC,Total Homeless,212
1/1/2007,OK,OK-501,Tulsa City & County/Broken Arrow CoC,Total Homeless,666
1/1/2007,OK,OK-502,Oklahoma City CoC,Total Homeless,"1,734"
1/1/2007,OK,OK-503,Oklahoma Balance of State CoC,Total Homeless,231
1/1/2007,OK,OK-504,Norman/Cleveland County CoC,Total Homeless,594
1/1/2007,OK,OK-505,Northeast Oklahoma CoC,Total Homeless,305
1/1/2007,OK,OK-506,Southwest Oklahoma Regional CoC,Total Homeless,250
1/1/2007,OK,OK-507,Southeastern Oklahoma Regional CoC,Total Homeless,229
1/1/2007,OR,OR-500,Eugene/Springfield/Lane County CoC,Total Homeless,"2,332"
1/1/2007,OR,OR-501,Portland-Gresham-Multnomah County CoC,Total Homeless,"3,918"
1/1/2007,OR,OR-502,Medford/Ashland/Jackson County CoC,Total Homeless,624
1/1/2007,OR,OR-503,Central Oregon CoC,Total Homeless,"2,029"
1/1/2007,OR,OR-505,Oregon Balance of State CoC,Total Homeless,"6,431"
1/1/2007,OR,OR-506,Hillsboro/Beaverton/Washington County CoC,Total Homeless,680
1/1/2007,OR,OR-507,Clackamas County CoC,Total Homeless,"1,576"
1/1/2007,PA,PA-500,Philadelphia CoC,Total Homeless,"7,640"
1/1/2007,PA,PA-501,Harrisburg/Dauphin County CoC,Total Homeless,412
1/1/2007,PA,PA-502,Upper Darby/Chester/Haverford/Delaware County CoC,Total Homeless,696
1/1/2007,PA,PA-503,Wilkes-Barre/Hazleton/Luzerne County CoC,Total Homeless,188
1/1/2007,PA,PA-504,Lower Marion/Norristown/Abington/Montgomery County CoC,Total Homeless,526
1/1/2007,PA,PA-505,Chester County CoC,Total Homeless,387
1/1/2007,PA,PA-506,Reading/Berks County CoC,Total Homeless,739
1/1/2007,PA,PA-508,Scranton/Lackawanna County CoC,Total Homeless,222
1/1/2007,PA,PA-509,Eastern Pennsylvania CoC,Total Homeless,"1,662"
1/1/2007,PA,PA-510,Lancaster City & County CoC,Total Homeless,589
1/1/2007,PA,PA-511,Bristol/Bensalem/Bucks County CoC,Total Homeless,262
